# Title: Antarctic Average Temperature Anomalies
# Units: Degrees Celsius
# Base Period: 1910-2000
Date,Anomaly
199602,0.45
199603,-0.03
199604,1
199605,-0.82
199606,-0.5
199607,0.87
199608,2.22
199609,0.92
199610,0.21
199611,0.41
199612,0.11
199701,-0.02
199702,-0.13
199703,0.13
199704,-0.25
199705,-0.12
199706,0.66
199707,-0.83
199708,-0.49
199709,0.05
199710,0.31
199711,0.81
199712,0.3
199801,-0.03
199802,0.84
199803,-0.18
199804,-0.74
199805,0.63
199806,0.66
199807,-0.17
199808,0.47
199809,-0.52
199810,-0.31
199811,-0.08
199812,-0.07
199901,0.15
199902,-0.13
199903,-0.21
199904,-1.03
199905,-0.72
199906,0.42
199907,-0.18
199908,0.48
199909,0.49
199910,0.4
199911,-0.04
199912,-0.71
200001,-0.6
200002,-0.39
200003,-0.07
200004,-0.15
200005,-0.24
200006,0.42
200007,0.49
200008,0.53
200009,0.91
200010,-0.17
200011,0.68
200012,-0.2
200101,0.03
200102,0.31
200103,0.04
200104,0.08
200105,0.47
200106,0.28
200107,0.78
200108,-0.74
200109,0.46
200110,0.15
200111,0.25
200112,0.08
200201,0.31
200202,-0.16
200203,0.67
200204,0.6
200205,1.41
200206,0.1
200207,0.5
200208,0.39
200209,0.88
200210,0.64
200211,-0.1
200212,0.01
200301,0.48
200302,0.74
200303,0.45
200304,0.16
